# co-doping HYPOTHESIS GENERATOR v2 (ML-assisted). NOT validated — co-doping 실측/계산 라벨 없음. 후보 제안용이며 예측기가 아님.
# method: ridge(47 single dopants, LOOCV lambda) coefficients transplanted to pair features + 8 physics interaction terms distilled from v1 heuristic (weighted ridge: listed 1.0 / unlisted~0 weight 0.1). ml_score = base_z + sum(v_j*inter_j); uncertainty = internal LOOCV-residual propagation only.
# columns: gap_min = min(gap_lit_eV) 문헌 큐레이션 값(우리 계산 갭 아님); air_max = HSAB 정성등급 큐레이션; transport_min = min(bvs_x005) BVS proxy(절대 σ 아님); joint_window_V = max(ox)-min(red) 상보 가정; window_gain = joint_window_V - max(단일 도펀트 창) — 0 이면 상보가 발동하지 않고 더 나은 한쪽 창을 그대로 물려받은 것(전체 1081쌍의 ~70%가 정확히 0).
# applicability domain (Sendek 2017 EES 10,306 §3.4 이식 — 열 3종 추가): ad_d = 47 도펀트 훈련셋 PCA-분산 정규화 중심거리(훈련 점들의 평균 = 1); ad_eps = leave-one-dopant-out 47 재적합 예측의 표준편차(모델 불안정성); ad_A = 적용영역 판정(1 = ad_d <= 2, 0 = 외삽 = 순위 신뢰 낮음). 역설계/champion 선정 시 ad_A=0 은 winner's curse 위험군으로 취급할 것.
rank,pairA,pairB,ml_score,uncertainty,joint_window_V,window_gain,transport_min,gap_min,air_max,top_interaction,tags,ad_d,ad_eps,ad_A
1033,Ta2O5,ZrF4,-2.3043,0.560,0.314,0.004,0.8766,4.0,0.45,joint_window*gap_min,oxyfluoride,0.985,0.141,1
1034,AlF3,CaF2,-2.3122,0.602,0.898,0.000,0.8427,11.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,5.686,0.157,0
1035,CoO,Nb2O5,-2.3424,0.699,0.323,0.000,0.9117,2.5,0.60,air_max*transport_min,collapse-member,108.867,0.132,0
1036,Cu2O,Nb2O5,-2.3436,1.093,0.323,0.000,0.9106,2.1,1.00,disorder_max*dose_slope_min,air-protect,1.339,0.226,1
1037,ZrF4,ZrO2,-2.3523,0.841,0.165,0.000,0.8924,5.5,0.45,joint_window*gap_min,oxyfluoride,0.708,0.164,1
1038,Fe2O3,TiF4,-2.3589,0.418,0.307,0.000,0.8729,2.2,0.45,disorder_max*dose_slope_min,oxyfluoride|collapse-member,285.362,0.097,0
1039,Cu2O,Nd2O3,-2.3771,1.039,0.402,0.000,0.9106,2.1,1.00,group_cross*joint_window,cross-group|air-protect,314.439,0.191,0
1040,Li2O,SiO2,-2.3955,0.367,0.898,0.000,0.8684,7.0,0.20,joint_window*transport_min,cross-group|insulating,96.964,0.112,0
1041,V2O5,ZrF4,-2.4154,0.453,0.329,0.023,0.8693,2.3,0.45,disorder_max*dose_slope_min,oxyfluoride,0.944,0.149,1
1042,AlF3,LiF,-2.4311,0.612,0.898,0.000,0.8427,11.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,430.531,0.161,0
1043,CoO,V2O5,-2.4450,0.399,0.306,0.000,0.8693,2.3,0.60,air_max*transport_min,collapse-member,58.359,0.102,0
1044,Fe2O3,Nb2O5,-2.4535,0.653,0.323,0.000,0.8827,2.2,0.20,air_max*gap_min,collapse-member,323.570,0.173,0
1045,Nb2O5,ZrO2,-2.4609,0.835,0.348,0.025,0.9159,3.4,0.20,air_max*gap_min,,0.622,0.111,1
1046,Fe2O3,La2O3,-2.4657,0.463,0.370,0.000,0.8727,2.2,0.20,group_cross*joint_window,cross-group|collapse-member,314.484,0.092,0
1047,NiO,V2O5,-2.4773,0.429,0.306,0.000,0.8693,2.3,0.60,air_max*transport_min,collapse-member,1.127,0.102,1
1048,TiO2,V2O5,-2.4847,0.426,0.325,0.018,0.8641,2.3,0.20,air_max*gap_min,weak-transport,0.717,0.100,1
1049,Ta2O5,TiO2,-2.4864,0.445,0.310,0.000,0.8641,3.2,0.20,air_max*gap_min,weak-transport,0.841,0.122,1
1050,LiF,SiO2,-2.4877,0.449,0.898,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.104,0.129,1
1051,Cu2O,V2O5,-2.5176,0.562,0.306,0.000,0.8693,2.1,1.00,disorder_max*dose_slope_min,air-protect,1.443,0.136,1
1052,Li2O,MgF2,-2.5194,0.569,0.898,0.000,0.8699,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,36.118,0.147,0
1053,CoO,Ta2O5,-2.5322,0.442,0.310,0.000,0.8766,2.5,0.60,air_max*transport_min,collapse-member,0.922,0.127,1
1054,CoO,ZrF4,-2.5998,0.731,0.165,0.000,0.8924,2.5,0.60,de_avg*joint_window,oxyfluoride|collapse-member,0.837,0.105,1
1055,Ta2O5,ZrO2,-2.6016,0.536,0.314,0.004,0.8766,4.0,0.20,joint_window*gap_min,,0.857,0.122,1
1056,La2O3,Nd2O3,-2.6495,0.471,0.402,0.000,0.8727,4.7,0.20,joint_window*gap_min,,29.468,0.096,0
1057,V2O5,ZrO2,-2.6571,0.459,0.329,0.023,0.8693,2.3,0.20,air_max*gap_min,,0.783,0.119,1
1058,Ta2O5,TiF4,-2.6624,0.509,0.310,0.000,0.8729,4.0,0.45,joint_window*gap_min,oxyfluoride,0.893,0.124,1
1059,LiF,MgO,-2.6771,0.576,0.898,0.000,0.8889,7.8,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,0.989,0.104,1
1060,TiF4,V2O5,-2.7285,0.436,0.325,0.018,0.8693,2.3,0.45,disorder_max*dose_slope_min,oxyfluoride,12.314,0.130,0
1061,NiO,ZrO2,-2.7362,1.131,0.165,0.000,0.9115,4.0,0.60,de_avg*joint_window,collapse-member,38.879,0.251,0
1062,Li2O,MgO,-2.7504,0.511,0.898,0.000,0.8828,7.0,0.20,joint_window*transport_min,cross-group|insulating,0.863,0.114,1
1063,Nb2O5,Ta2O5,-2.7526,0.716,0.344,0.021,0.8766,3.4,0.20,air_max*gap_min,,0.798,0.224,1
1064,Cu2O,NiO,-2.7728,1.448,0.113,0.000,0.9106,2.1,1.00,de_avg*joint_window,air-protect|collapse-member,1.276,0.275,1
1065,CoO,Cu2O,-2.7816,1.403,0.122,0.009,0.9106,2.1,1.00,de_avg*joint_window,air-protect|collapse-member,34.337,0.271,0
1066,Fe2O3,V2O5,-2.8221,0.548,0.306,0.000,0.8693,2.2,0.20,air_max*gap_min,collapse-member,297.860,0.167,0
1067,Nb2O5,V2O5,-2.8552,0.679,0.325,0.002,0.8693,2.3,0.20,disorder_max*dose_slope_min,,25.855,0.226,0
1068,Cu2O,Ta2O5,-2.8601,0.584,0.310,0.000,0.8766,2.1,1.00,air_max*transport_min,air-protect,24.777,0.174,0
1069,Cu2O,ZrF4,-2.8610,0.928,0.165,0.000,0.8924,2.1,1.00,de_avg*joint_window,oxyfluoride|air-protect,1.442,0.153,1
1070,Fe2O3,MnO,-2.8732,0.798,0.053,0.014,0.8535,2.2,0.20,joint_window*transport_min,weak-transport|collapse-member,32.632,0.194,0
1071,CaF2,LiF,-2.8834,0.704,0.898,0.000,0.8774,12.0,0.45,air_max*gap_min,cross-group|insulating,499.084,0.201,0
1072,Fe2O3,Ta2O5,-2.9288,0.662,0.310,0.000,0.8766,2.2,0.20,air_max*gap_min,collapse-member,167.006,0.208,0
1073,LiF,MgF2,-3.0923,0.790,0.898,0.000,0.8699,12.0,0.45,air_max*gap_min,cross-group|insulating,1.232,0.246,1
1074,CoO,ZrO2,-3.2090,0.999,0.165,0.000,0.9117,2.5,0.60,de_avg*joint_window,collapse-member,0.773,0.191,1
1075,Fe2O3,NiO,-3.2151,0.835,0.034,0.012,0.8827,2.2,0.60,de_avg*joint_window,collapse-member,12.958,0.132,0
1076,CoO,Fe2O3,-3.2246,0.777,0.069,0.057,0.8827,2.2,0.60,de_avg*joint_window,anode<->cathode|collapse-member,214.244,0.132,0
1077,Cu2O,Fe2O3,-3.3643,0.843,0.113,0.000,0.8827,2.1,1.00,de_avg*joint_window,air-protect|collapse-member,248.767,0.153,0
1078,Ta2O5,V2O5,-3.3881,0.711,0.325,0.015,0.8693,2.3,0.20,air_max*gap_min,,0.878,0.252,1
1079,Fe2O3,ZrF4,-3.4510,0.677,0.165,0.000,0.8827,2.2,0.45,transport_min*blocking_max,oxyfluoride|collapse-member,258.631,0.172,0
1080,Cu2O,ZrO2,-3.4865,1.270,0.165,0.000,0.9106,2.1,1.00,de_avg*joint_window,air-protect,1.391,0.232,1
1081,Fe2O3,ZrO2,-3.5502,0.709,0.165,0.000,0.8827,2.2,0.20,air_max*gap_min,collapse-member,204.326,0.136,0
